customerId,customerName,customerCity,creditcardNumber,accountNumber,job,marital,education,housing,loan
28883,David,New York,28883,28883,management,single,tertiary,yes,no
28884,Jeanette,San Jose,28884,28884,management,single,tertiary,yes,no
28885,Adrian,Houston,28885,28885,technician,single,tertiary,no,yes
28886,Peter,San Fransisco,28886,28886,blue-collar,married,primary,no,no
28887,CHRIS,Los Angeles,28887,28887,management,single,tertiary,yes,no
28888,Rhiannon,Jersey,28888,28888,unemployed,married,secondary,no,no
28889,Shelly,San Antonio,28889,28889,admin.,single,secondary,no,no
28890,Ola,Dallas,28890,28890,technician,divorced,secondary,yes,no
28891,Stacey,Santa Clara,28891,28891,admin.,married,secondary,yes,no
28892,Lisa,Rosselle,28892,28892,housemaid,married,secondary,yes,no
28893,David,Pittsburgh,28893,28893,blue-collar,married,secondary,no,no
28894,Jeanette,Pennsylvania,28894,28894,technician,married,tertiary,yes,no
28895,Adrian,Columbia,28895,28895,management,married,tertiary,no,no
28896,Peter,Newcastle,28896,28896,admin.,single,secondary,no,no
28897,CHRIS,New York,28897,28897,admin.,married,secondary,yes,no
28898,Rhiannon,San Jose,28898,28898,management,single,tertiary,yes,no
28899,Shelly,Houston,28899,28899,services,single,secondary,no,no
28900,Ola,San Fransisco,28900,28900,technician,single,secondary,yes,yes
28901,Stacey,Los Angeles,28901,28901,management,married,tertiary,no,no
28902,Lisa,Jersey,28902,28902,blue-collar,single,secondary,no,no
28903,David,San Antonio,28903,28903,management,single,tertiary,no,no
28904,Jeanette,Dallas,28904,28904,unemployed,single,primary,no,no
28905,Adrian,Santa Clara,28905,28905,services,single,secondary,no,no
28906,Peter,Rosselle,28906,28906,services,single,secondary,no,no
28907,CHRIS,Pittsburgh,28907,28907,housemaid,married,secondary,no,no
28908,Rhiannon,Pennsylvania,28908,28908,management,married,tertiary,no,no
28909,Shelly,Columbia,28909,28909,retired,married,secondary,no,yes
28910,Ola,Newcastle,28910,28910,management,married,tertiary,no,no
28911,Stacey,New York,28911,28911,services,single,secondary,yes,no
28912,Lisa,San Jose,28912,28912,admin.,married,secondary,yes,no
28913,David,Houston,28913,28913,admin.,single,secondary,no,no
28914,Jeanette,San Fransisco,28914,28914,technician,single,secondary,no,no
28915,Adrian,Los Angeles,28915,28915,blue-collar,married,secondary,yes,no
28916,Peter,Jersey,28916,28916,management,married,tertiary,no,no
28917,CHRIS,San Antonio,28917,28917,admin.,single,secondary,no,no
28918,Rhiannon,Dallas,28918,28918,unemployed,single,secondary,no,no
28919,Shelly,Santa Clara,28919,28919,admin.,single,secondary,no,no
28920,Ola,Rosselle,28920,28920,self-employed,married,secondary,no,no
28921,Stacey,Pittsburgh,28921,28921,management,married,tertiary,yes,no
28922,Lisa,Pennsylvania,28922,28922,management,married,tertiary,no,no
28923,David,Columbia,28923,28923,technician,divorced,secondary,yes,no
28924,Jeanette,Newcastle,28924,28924,blue-collar,married,secondary,no,yes
28925,Adrian,New York,28925,28925,technician,married,secondary,no,no
28926,Peter,San Jose,28926,28926,technician,single,secondary,yes,yes
28927,CHRIS,Houston,28927,28927,services,married,secondary,no,no
28928,Rhiannon,San Fransisco,28928,28928,technician,single,secondary,no,no
28929,Shelly,Los Angeles,28929,28929,entrepreneur,single,unknown,yes,yes
28930,Ola,Jersey,28930,28930,blue-collar,married,secondary,yes,no
28931,Stacey,San Antonio,28931,28931,management,married,tertiary,no,no
28932,Lisa,Dallas,28932,28932,technician,single,tertiary,yes,no
28933,David,Santa Clara,28933,28933,unemployed,married,tertiary,yes,no
28934,Jeanette,Rosselle,28934,28934,housemaid,divorced,tertiary,no,no
28935,Adrian,Pittsburgh,28935,28935,management,divorced,tertiary,no,no
28936,Peter,Pennsylvania,28936,28936,unemployed,married,secondary,no,no
28937,CHRIS,Columbia,28937,28937,management,single,tertiary,yes,no
28938,Rhiannon,Newcastle,28938,28938,technician,divorced,secondary,yes,no
28939,Shelly,New York,28939,28939,technician,married,secondary,yes,yes
28940,Ola,San Jose,28940,28940,technician,married,secondary,yes,no
28941,Stacey,Houston,28941,28941,blue-collar,married,secondary,yes,no
28942,Lisa,San Fransisco,28942,28942,technician,married,secondary,no,no
28943,David,Los Angeles,28943,28943,admin.,divorced,secondary,no,no
28944,Jeanette,Jersey,28944,28944,technician,married,secondary,yes,yes
28945,Adrian,San Antonio,28945,28945,management,married,tertiary,no,no
28946,Peter,Dallas,28946,28946,admin.,single,secondary,no,no
28947,CHRIS,Santa Clara,28947,28947,admin.,married,secondary,yes,no
28948,Rhiannon,Rosselle,28948,28948,retired,married,secondary,no,no
28949,Shelly,Pittsburgh,28949,28949,blue-collar,married,primary,yes,no
28950,Ola,Pennsylvania,28950,28950,retired,divorced,tertiary,yes,no
28951,Stacey,Columbia,28951,28951,management,married,tertiary,yes,yes
28952,Lisa,Newcastle,28952,28952,blue-collar,married,secondary,yes,no
28953,David,New York,28953,28953,management,single,tertiary,yes,no
28954,Jeanette,San Jose,28954,28954,student,single,secondary,no,no
28955,Adrian,Houston,28955,28955,unemployed,married,primary,no,no
28956,Peter,San Fransisco,28956,28956,management,married,tertiary,no,no
28957,CHRIS,Los Angeles,28957,28957,admin.,single,secondary,no,no
28958,Rhiannon,Jersey,28958,28958,technician,married,secondary,no,no
28959,Shelly,San Antonio,28959,28959,student,single,secondary,no,no
28960,Ola,Dallas,28960,28960,management,divorced,tertiary,no,no
28961,Stacey,Santa Clara,28961,28961,services,married,secondary,no,no
28962,Lisa,Rosselle,28962,28962,admin.,married,secondary,no,no
28963,David,Pittsburgh,28963,28963,blue-collar,single,secondary,no,no
28964,Jeanette,Pennsylvania,28964,28964,services,divorced,secondary,no,no
28965,Adrian,Columbia,28965,28965,management,married,secondary,no,yes
28966,Peter,Newcastle,28966,28966,retired,married,secondary,no,no
28967,CHRIS,New York,28967,28967,management,married,tertiary,no,no
28968,Rhiannon,San Jose,28968,28968,technician,divorced,secondary,no,no
28969,Shelly,Houston,28969,28969,services,married,secondary,yes,yes
28970,Ola,San Fransisco,28970,28970,technician,single,tertiary,no,no
28971,Stacey,Los Angeles,28971,28971,services,single,secondary,yes,no
28972,Lisa,Jersey,28972,28972,admin.,divorced,secondary,yes,no
28973,David,San Antonio,28973,28973,management,single,tertiary,no,no
28974,Jeanette,Dallas,28974,28974,blue-collar,married,secondary,yes,no
28975,Adrian,Santa Clara,28975,28975,management,married,tertiary,yes,no
28976,Peter,Rosselle,28976,28976,services,divorced,secondary,yes,no
28977,CHRIS,Pittsburgh,28977,28977,blue-collar,married,secondary,yes,no
28978,Rhiannon,Pennsylvania,28978,28978,management,single,tertiary,no,no
28979,Shelly,Columbia,28979,28979,technician,single,secondary,no,no
28980,Ola,Newcastle,28980,28980,housemaid,married,secondary,no,no
28981,Stacey,New York,28981,28981,admin.,married,secondary,yes,no
28982,Lisa,San Jose,28982,28982,unemployed,divorced,unknown,no,no
28983,David,Houston,28983,28983,admin.,married,secondary,yes,yes
28984,Jeanette,San Fransisco,28984,28984,blue-collar,married,unknown,no,no
28985,Adrian,Los Angeles,28985,28985,admin.,married,secondary,no,no
28986,Peter,Jersey,28986,28986,management,divorced,tertiary,yes,no
28987,CHRIS,San Antonio,28987,28987,admin.,divorced,secondary,yes,no
28988,Rhiannon,Dallas,28988,28988,technician,married,secondary,no,yes
28989,Shelly,Santa Clara,28989,28989,blue-collar,single,primary,no,no
28990,Ola,Rosselle,28990,28990,management,married,secondary,no,no
28991,Stacey,Pittsburgh,28991,28991,admin.,single,secondary,no,no
28992,Lisa,Pennsylvania,28992,28992,services,single,tertiary,yes,no
28993,David,Columbia,28993,28993,retired,married,primary,no,yes
28994,Jeanette,Newcastle,28994,28994,services,divorced,secondary,yes,no
28995,Adrian,New York,28995,28995,unemployed,married,secondary,yes,no
28996,Peter,San Jose,28996,28996,technician,married,secondary,yes,no
28997,CHRIS,Houston,28997,28997,services,married,secondary,yes,yes
28998,Rhiannon,San Fransisco,28998,28998,unemployed,married,secondary,no,no
28999,Shelly,Los Angeles,28999,28999,self-employed,married,tertiary,yes,no
29000,Ola,Jersey,29000,29000,management,married,tertiary,no,no
29001,Stacey,San Antonio,29001,29001,technician,single,secondary,no,no
29002,Lisa,Dallas,29002,29002,technician,married,secondary,yes,no
29003,David,Santa Clara,29003,29003,technician,married,secondary,no,no
29004,Jeanette,Rosselle,29004,29004,services,married,secondary,no,no
29005,Adrian,Pittsburgh,29005,29005,self-employed,married,secondary,yes,no
29006,Peter,Pennsylvania,29006,29006,admin.,divorced,secondary,yes,no
29007,CHRIS,Columbia,29007,29007,admin.,divorced,secondary,no,no
29008,Rhiannon,Newcastle,29008,29008,services,divorced,secondary,yes,no
29009,Shelly,New York,29009,29009,retired,married,unknown,yes,no
29010,Ola,San Jose,29010,29010,services,married,secondary,yes,no
29011,Stacey,Houston,29011,29011,technician,married,secondary,no,no
29012,Lisa,San Fransisco,29012,29012,management,divorced,tertiary,no,no
29013,David,Los Angeles,29013,29013,blue-collar,single,secondary,yes,no
29014,Jeanette,Jersey,29014,29014,technician,single,secondary,yes,no
29015,Adrian,San Antonio,29015,29015,unemployed,married,primary,yes,no
29016,Peter,Dallas,29016,29016,technician,married,secondary,yes,yes
29017,CHRIS,Santa Clara,29017,29017,admin.,divorced,secondary,yes,no
29018,Rhiannon,Rosselle,29018,29018,technician,divorced,tertiary,yes,no
29019,Shelly,Pittsburgh,29019,29019,admin.,single,secondary,no,no
29020,Ola,Pennsylvania,29020,29020,technician,married,secondary,no,no
29021,Stacey,Columbia,29021,29021,blue-collar,married,primary,yes,no
29022,Lisa,Newcastle,29022,29022,admin.,married,secondary,yes,no
29023,David,New York,29023,29023,management,married,tertiary,no,no
29024,Jeanette,San Jose,29024,29024,technician,single,secondary,no,no
29025,Adrian,Houston,29025,29025,student,single,tertiary,no,no
29026,Peter,San Fransisco,29026,29026,management,married,tertiary,no,no
29027,CHRIS,Los Angeles,29027,29027,blue-collar,single,secondary,no,no
29028,Rhiannon,Jersey,29028,29028,admin.,married,secondary,no,no
29029,Shelly,San Antonio,29029,29029,services,married,secondary,no,yes
29030,Ola,Dallas,29030,29030,entrepreneur,married,primary,yes,no
29031,Stacey,Santa Clara,29031,29031,blue-collar,married,secondary,yes,no
29032,Lisa,Rosselle,29032,29032,blue-collar,married,secondary,yes,no
29033,David,Pittsburgh,29033,29033,self-employed,married,tertiary,yes,no
29034,Jeanette,Pennsylvania,29034,29034,blue-collar,married,secondary,yes,no
29035,Adrian,Columbia,29035,29035,entrepreneur,married,secondary,no,no
29036,Peter,Newcastle,29036,29036,technician,married,secondary,no,no
29037,CHRIS,New York,29037,29037,retired,single,secondary,no,no
29038,Rhiannon,San Jose,29038,29038,housemaid,divorced,primary,no,no
29039,Shelly,Houston,29039,29039,blue-collar,divorced,secondary,yes,no
29040,Ola,San Fransisco,29040,29040,technician,married,secondary,yes,no
29041,Stacey,Los Angeles,29041,29041,technician,married,secondary,no,no
29042,Lisa,Jersey,29042,29042,management,married,secondary,yes,no
29043,David,San Antonio,29043,29043,technician,divorced,secondary,yes,no
29044,Jeanette,Dallas,29044,29044,unemployed,single,tertiary,yes,yes
29045,Adrian,Santa Clara,29045,29045,blue-collar,married,unknown,yes,no
29046,Peter,Rosselle,29046,29046,technician,divorced,secondary,yes,no
29047,CHRIS,Pittsburgh,29047,29047,unemployed,divorced,tertiary,yes,no
29048,Rhiannon,Pennsylvania,29048,29048,services,married,secondary,yes,no
29049,Shelly,Columbia,29049,29049,blue-collar,married,primary,yes,no
29050,Ola,Newcastle,29050,29050,admin.,divorced,secondary,yes,no
29051,Stacey,New York,29051,29051,unemployed,divorced,secondary,yes,no
29052,Lisa,San Jose,29052,29052,management,single,tertiary,no,yes
29053,David,Houston,29053,29053,technician,single,secondary,yes,no
29054,Jeanette,San Fransisco,29054,29054,technician,single,secondary,no,no
29055,Adrian,Los Angeles,29055,29055,blue-collar,single,secondary,no,no
29056,Peter,Jersey,29056,29056,services,single,secondary,no,yes
29057,CHRIS,San Antonio,29057,29057,student,single,secondary,no,no
29058,Rhiannon,Dallas,29058,29058,retired,married,secondary,no,no
29059,Shelly,Santa Clara,29059,29059,services,married,secondary,yes,no
29060,Ola,Rosselle,29060,29060,admin.,married,tertiary,yes,no
29061,Stacey,Pittsburgh,29061,29061,entrepreneur,married,secondary,yes,no
29062,Lisa,Pennsylvania,29062,29062,admin.,divorced,secondary,yes,no
29063,David,Columbia,29063,29063,management,married,tertiary,yes,no
29064,Jeanette,Newcastle,29064,29064,self-employed,single,secondary,yes,yes
29065,Adrian,New York,29065,29065,management,divorced,secondary,no,no
29066,Peter,San Jose,29066,29066,blue-collar,married,secondary,yes,yes
29067,CHRIS,Houston,29067,29067,services,married,secondary,no,yes
29068,Rhiannon,San Fransisco,29068,29068,technician,married,tertiary,yes,no
29069,Shelly,Los Angeles,29069,29069,blue-collar,married,primary,yes,no
29070,Ola,Jersey,29070,29070,retired,married,primary,yes,no
29071,Stacey,San Antonio,29071,29071,management,single,tertiary,no,no
29072,Lisa,Dallas,29072,29072,technician,married,secondary,no,no
29073,David,Santa Clara,29073,29073,unemployed,married,secondary,yes,no
29074,Jeanette,Rosselle,29074,29074,management,married,tertiary,yes,no
29075,Adrian,Pittsburgh,29075,29075,management,married,tertiary,no,no
29076,Peter,Pennsylvania,29076,29076,blue-collar,married,secondary,yes,no
29077,CHRIS,Columbia,29077,29077,services,single,secondary,yes,no
29078,Rhiannon,Newcastle,29078,29078,technician,single,secondary,no,no
29079,Shelly,New York,29079,29079,admin.,married,secondary,no,yes
29080,Ola,San Jose,29080,29080,services,married,secondary,no,no
29081,Stacey,Houston,29081,29081,management,married,secondary,yes,no
29082,Lisa,San Fransisco,29082,29082,technician,married,secondary,no,no
29083,David,Los Angeles,29083,29083,services,married,primary,no,no
29084,Jeanette,Jersey,29084,29084,technician,married,tertiary,yes,no
29085,Adrian,San Antonio,29085,29085,entrepreneur,married,primary,no,no
29086,Peter,Dallas,29086,29086,services,married,secondary,yes,no
29087,CHRIS,Santa Clara,29087,29087,blue-collar,married,primary,yes,no
29088,Rhiannon,Rosselle,29088,29088,blue-collar,married,secondary,yes,yes
29089,Shelly,Pittsburgh,29089,29089,admin.,single,secondary,no,yes
29090,Ola,Pennsylvania,29090,29090,blue-collar,married,secondary,yes,yes
29091,Stacey,Columbia,29091,29091,management,married,primary,no,no
29092,Lisa,Newcastle,29092,29092,services,single,secondary,no,no
29093,David,New York,29093,29093,services,married,secondary,yes,yes
29094,Jeanette,San Jose,29094,29094,admin.,married,secondary,no,yes
29095,Adrian,Houston,29095,29095,technician,married,secondary,no,no
29096,Peter,San Fransisco,29096,29096,admin.,single,secondary,no,no
29097,CHRIS,Los Angeles,29097,29097,management,married,primary,yes,no
29098,Rhiannon,Jersey,29098,29098,services,married,unknown,no,no
29099,Shelly,San Antonio,29099,29099,technician,married,secondary,yes,no
29100,Ola,Dallas,29100,29100,self-employed,married,secondary,yes,no
29101,Stacey,Santa Clara,29101,29101,admin.,married,secondary,no,no
29102,Lisa,Rosselle,29102,29102,unemployed,single,secondary,yes,no
29103,David,Pittsburgh,29103,29103,blue-collar,single,secondary,no,no
29104,Jeanette,Pennsylvania,29104,29104,services,single,secondary,yes,no
29105,Adrian,Columbia,29105,29105,technician,divorced,secondary,no,no
29106,Peter,Newcastle,29106,29106,admin.,single,tertiary,no,no
29107,CHRIS,New York,29107,29107,management,married,tertiary,yes,no
29108,Rhiannon,San Jose,29108,29108,blue-collar,married,primary,no,yes
29109,Shelly,Houston,29109,29109,management,married,tertiary,no,no
29110,Ola,San Fransisco,29110,29110,student,single,secondary,no,no
29111,Stacey,Los Angeles,29111,29111,services,single,secondary,yes,no
29112,Lisa,Jersey,29112,29112,management,single,tertiary,yes,no
29113,David,San Antonio,29113,29113,blue-collar,married,primary,no,no
29114,Jeanette,Dallas,29114,29114,technician,single,tertiary,yes,yes
29115,Adrian,Santa Clara,29115,29115,technician,married,secondary,yes,no
29116,Peter,Rosselle,29116,29116,services,married,secondary,yes,no
29117,CHRIS,Pittsburgh,29117,29117,management,single,tertiary,yes,no
29118,Rhiannon,Pennsylvania,29118,29118,entrepreneur,married,tertiary,yes,no
29119,Shelly,Columbia,29119,29119,management,married,tertiary,no,yes
29120,Ola,Newcastle,29120,29120,unemployed,single,secondary,no,no
29121,Stacey,New York,29121,29121,student,single,tertiary,no,no
29122,Lisa,San Jose,29122,29122,blue-collar,married,primary,yes,no
29123,David,Houston,29123,29123,technician,single,secondary,no,no
29124,Jeanette,San Fransisco,29124,29124,management,single,tertiary,no,no
29125,Adrian,Los Angeles,29125,29125,technician,single,secondary,yes,no
29126,Peter,Jersey,29126,29126,admin.,single,tertiary,no,no
29127,CHRIS,San Antonio,29127,29127,self-employed,single,secondary,no,no
29128,Rhiannon,Dallas,29128,29128,admin.,single,secondary,no,no
29129,Shelly,Santa Clara,29129,29129,management,married,primary,yes,no
29130,Ola,Rosselle,29130,29130,technician,married,primary,no,no
29131,Stacey,Pittsburgh,29131,29131,technician,married,secondary,no,no
29132,Lisa,Pennsylvania,29132,29132,management,married,tertiary,no,no
29133,David,Columbia,29133,29133,services,single,secondary,no,no
29134,Jeanette,Newcastle,29134,29134,management,married,tertiary,no,yes
29135,Adrian,New York,29135,29135,services,married,secondary,no,no
29136,Peter,San Jose,29136,29136,admin.,single,tertiary,no,yes
29137,CHRIS,Houston,29137,29137,management,single,tertiary,no,yes
29138,Rhiannon,San Fransisco,29138,29138,technician,married,tertiary,no,no
29139,Shelly,Los Angeles,29139,29139,management,single,tertiary,yes,no
29140,Ola,Jersey,29140,29140,admin.,married,secondary,yes,no
29141,Stacey,San Antonio,29141,29141,management,single,tertiary,yes,no
29142,Lisa,Dallas,29142,29142,unemployed,single,tertiary,yes,no
29143,David,Santa Clara,29143,29143,blue-collar,married,primary,no,no
29144,Jeanette,Rosselle,29144,29144,management,married,secondary,no,yes
29145,Adrian,Pittsburgh,29145,29145,unemployed,divorced,tertiary,yes,no
29146,Peter,Pennsylvania,29146,29146,blue-collar,married,primary,no,no
29147,CHRIS,Columbia,29147,29147,services,married,secondary,yes,no
29148,Rhiannon,Newcastle,29148,29148,blue-collar,divorced,secondary,yes,no
29149,Shelly,New York,29149,29149,management,married,tertiary,yes,yes
29150,Ola,San Jose,29150,29150,unemployed,divorced,secondary,no,no
29151,Stacey,Houston,29151,29151,self-employed,married,secondary,yes,no
29152,Lisa,San Fransisco,29152,29152,housemaid,married,primary,no,no
29153,David,Los Angeles,29153,29153,management,married,tertiary,yes,no
29154,Jeanette,Jersey,29154,29154,management,married,primary,no,yes
29155,Adrian,San Antonio,29155,29155,management,single,tertiary,yes,no
29156,Peter,Dallas,29156,29156,admin.,married,secondary,yes,no
29157,CHRIS,Santa Clara,29157,29157,technician,married,secondary,yes,no
29158,Rhiannon,Rosselle,29158,29158,blue-collar,divorced,primary,no,no
29159,Shelly,Pittsburgh,29159,29159,retired,married,primary,no,no
29160,Ola,Pennsylvania,29160,29160,admin.,married,primary,yes,no
29161,Stacey,Columbia,29161,29161,technician,married,secondary,yes,no
29162,Lisa,Newcastle,29162,29162,unemployed,divorced,secondary,no,yes
29163,David,New York,29163,29163,blue-collar,married,secondary,yes,no
29164,Jeanette,San Jose,29164,29164,management,single,tertiary,no,no
29165,Adrian,Houston,29165,29165,technician,single,secondary,no,no
29166,Peter,San Fransisco,29166,29166,management,married,tertiary,yes,no
29167,CHRIS,Los Angeles,29167,29167,services,married,secondary,no,no
29168,Rhiannon,Jersey,29168,29168,admin.,single,secondary,yes,no
29169,Shelly,San Antonio,29169,29169,self-employed,divorced,secondary,no,no
29170,Ola,Dallas,29170,29170,admin.,married,secondary,yes,no
29171,Stacey,Santa Clara,29171,29171,services,single,secondary,no,no
29172,Lisa,Rosselle,29172,29172,management,single,tertiary,yes,no
29173,David,Pittsburgh,29173,29173,admin.,married,secondary,yes,no
29174,Jeanette,Pennsylvania,29174,29174,blue-collar,married,secondary,no,no
29175,Adrian,Columbia,29175,29175,admin.,married,secondary,yes,no
29176,Peter,Newcastle,29176,29176,housemaid,married,primary,no,no
29177,CHRIS,New York,29177,29177,blue-collar,married,primary,yes,no
29178,Rhiannon,San Jose,29178,29178,services,married,secondary,yes,no
29179,Shelly,Houston,29179,29179,management,single,tertiary,yes,no
29180,Ola,San Fransisco,29180,29180,unemployed,married,primary,no,no
29181,Stacey,Los Angeles,29181,29181,management,married,tertiary,yes,yes
29182,Lisa,Jersey,29182,29182,retired,married,primary,yes,yes
29183,David,San Antonio,29183,29183,management,married,tertiary,yes,no
29184,Jeanette,Dallas,29184,29184,management,married,tertiary,no,no
29185,Adrian,Santa Clara,29185,29185,admin.,married,secondary,no,no
29186,Peter,Rosselle,29186,29186,technician,married,tertiary,no,no
29187,CHRIS,Pittsburgh,29187,29187,management,married,primary,yes,no
29188,Rhiannon,Pennsylvania,29188,29188,admin.,married,secondary,yes,no
29189,Shelly,Columbia,29189,29189,management,married,tertiary,yes,yes
29190,Ola,Newcastle,29190,29190,entrepreneur,married,tertiary,yes,yes
29191,Stacey,New York,29191,29191,admin.,married,secondary,yes,no
29192,Lisa,San Jose,29192,29192,services,divorced,unknown,no,no
29193,David,Houston,29193,29193,management,married,tertiary,no,no
29194,Jeanette,San Fransisco,29194,29194,blue-collar,married,primary,yes,no
29195,Adrian,Los Angeles,29195,29195,services,divorced,secondary,yes,no
29196,Peter,Jersey,29196,29196,management,married,secondary,no,no
29197,CHRIS,San Antonio,29197,29197,admin.,single,secondary,yes,yes
29198,Rhiannon,Dallas,29198,29198,management,single,tertiary,no,no
29199,Shelly,Santa Clara,29199,29199,management,single,tertiary,yes,no
29200,Ola,Rosselle,29200,29200,technician,single,tertiary,no,no
29201,Stacey,Pittsburgh,29201,29201,management,single,tertiary,no,no
29202,Lisa,Pennsylvania,29202,29202,management,married,secondary,no,no
29203,David,Columbia,29203,29203,retired,married,tertiary,yes,no
29204,Jeanette,Newcastle,29204,29204,admin.,single,secondary,no,no
29205,Adrian,New York,29205,29205,management,single,tertiary,no,no
29206,Peter,San Jose,29206,29206,student,single,secondary,no,no
29207,CHRIS,Houston,29207,29207,blue-collar,married,secondary,no,yes
29208,Rhiannon,San Fransisco,29208,29208,management,single,tertiary,no,no
29209,Shelly,Los Angeles,29209,29209,admin.,married,secondary,no,no
29210,Ola,Jersey,29210,29210,housemaid,married,tertiary,yes,no
29211,Stacey,San Antonio,29211,29211,management,married,tertiary,no,no
29212,Lisa,Dallas,29212,29212,blue-collar,married,secondary,yes,yes
29213,David,Santa Clara,29213,29213,technician,single,secondary,yes,no
29214,Jeanette,Rosselle,29214,29214,admin.,divorced,secondary,no,yes
29215,Adrian,Pittsburgh,29215,29215,management,married,tertiary,no,no
29216,Peter,Pennsylvania,29216,29216,management,married,tertiary,no,no
29217,CHRIS,Columbia,29217,29217,services,divorced,secondary,no,no
29218,Rhiannon,Newcastle,29218,29218,student,single,secondary,no,no
29219,Shelly,New York,29219,29219,self-employed,married,tertiary,no,yes
29220,Ola,San Jose,29220,29220,management,married,tertiary,yes,no
29221,Stacey,Houston,29221,29221,technician,single,tertiary,yes,yes
29222,Lisa,San Fransisco,29222,29222,housemaid,single,unknown,no,no
29223,David,Los Angeles,29223,29223,unemployed,married,secondary,yes,no
29224,Jeanette,Jersey,29224,29224,management,married,tertiary,no,no
29225,Adrian,San Antonio,29225,29225,management,married,secondary,yes,yes
29226,Peter,Dallas,29226,29226,management,single,tertiary,no,no
29227,CHRIS,Santa Clara,29227,29227,student,single,secondary,no,no
29228,Rhiannon,Rosselle,29228,29228,services,married,secondary,yes,no
29229,Shelly,Pittsburgh,29229,29229,unemployed,single,tertiary,no,no
29230,Ola,Pennsylvania,29230,29230,management,married,tertiary,yes,no
29231,Stacey,Columbia,29231,29231,admin.,married,secondary,yes,no
29232,Lisa,Newcastle,29232,29232,entrepreneur,married,tertiary,yes,no
29233,David,New York,29233,29233,retired,married,secondary,no,no
29234,Jeanette,San Jose,29234,29234,student,single,secondary,no,no
29235,Adrian,Houston,29235,29235,management,married,secondary,yes,no
29236,Peter,San Fransisco,29236,29236,management,married,tertiary,yes,no
29237,CHRIS,Los Angeles,29237,29237,blue-collar,married,secondary,yes,no
29238,Rhiannon,Jersey,29238,29238,blue-collar,married,secondary,no,no
29239,Shelly,San Antonio,29239,29239,management,married,tertiary,yes,no
29240,Ola,Dallas,29240,29240,retired,married,secondary,yes,yes
29241,Stacey,Santa Clara,29241,29241,unemployed,married,primary,yes,no
29242,Lisa,Rosselle,29242,29242,admin.,divorced,secondary,yes,no
29243,David,Pittsburgh,29243,29243,management,single,tertiary,no,no
29244,Jeanette,Pennsylvania,29244,29244,blue-collar,single,secondary,no,no
29245,Adrian,Columbia,29245,29245,services,divorced,secondary,yes,no
29246,Peter,Newcastle,29246,29246,blue-collar,married,primary,no,no
29247,CHRIS,New York,29247,29247,blue-collar,married,secondary,no,no
29248,Rhiannon,San Jose,29248,29248,blue-collar,divorced,secondary,yes,no
29249,Shelly,Houston,29249,29249,management,married,unknown,no,no
29250,Ola,San Fransisco,29250,29250,management,divorced,tertiary,no,no
29251,Stacey,Los Angeles,29251,29251,admin.,single,tertiary,no,no
29252,Lisa,Jersey,29252,29252,services,married,secondary,no,no
29253,David,San Antonio,29253,29253,services,married,secondary,no,no
29254,Jeanette,Dallas,29254,29254,unemployed,single,primary,no,no
29255,Adrian,Santa Clara,29255,29255,services,married,secondary,yes,no
29256,Peter,Rosselle,29256,29256,blue-collar,married,secondary,yes,no
29257,CHRIS,Pittsburgh,29257,29257,technician,single,secondary,yes,no
29258,Rhiannon,Pennsylvania,29258,29258,services,divorced,secondary,no,no
29259,Shelly,Columbia,29259,29259,management,single,secondary,yes,no
29260,Ola,Newcastle,29260,29260,technician,married,secondary,no,yes
29261,Stacey,New York,29261,29261,management,single,secondary,yes,no
29262,Lisa,San Jose,29262,29262,retired,divorced,primary,no,no
29263,David,Houston,29263,29263,technician,married,secondary,yes,no
29264,Jeanette,San Fransisco,29264,29264,retired,married,primary,no,no
29265,Adrian,Los Angeles,29265,29265,services,married,secondary,no,yes
29266,Peter,Jersey,29266,29266,management,married,tertiary,no,no
29267,CHRIS,San Antonio,29267,29267,technician,single,secondary,no,no
29268,Rhiannon,Dallas,29268,29268,blue-collar,single,primary,no,no
29269,Shelly,Santa Clara,29269,29269,admin.,single,tertiary,no,no
29270,Ola,Rosselle,29270,29270,blue-collar,single,secondary,no,no
29271,Stacey,Pittsburgh,29271,29271,management,married,tertiary,yes,yes
29272,Lisa,Pennsylvania,29272,29272,blue-collar,married,secondary,yes,yes
29273,David,Columbia,29273,29273,management,married,tertiary,no,no
29274,Jeanette,Newcastle,29274,29274,unemployed,single,secondary,yes,no
29275,Adrian,New York,29275,29275,management,married,secondary,no,no
29276,Peter,San Jose,29276,29276,management,single,tertiary,yes,yes
29277,CHRIS,Houston,29277,29277,admin.,married,secondary,yes,no
29278,Rhiannon,San Fransisco,29278,29278,services,single,secondary,no,yes
29279,Shelly,Los Angeles,29279,29279,technician,married,tertiary,yes,no
29280,Ola,Jersey,29280,29280,services,divorced,secondary,yes,no
29281,Stacey,San Antonio,29281,29281,admin.,married,secondary,yes,no
29282,Lisa,Dallas,29282,29282,management,married,tertiary,yes,no
29283,David,Santa Clara,29283,29283,management,single,tertiary,no,no
29284,Jeanette,Rosselle,29284,29284,unemployed,single,secondary,no,no
29285,Adrian,Pittsburgh,29285,29285,admin.,divorced,secondary,yes,no
29286,Peter,Pennsylvania,29286,29286,entrepreneur,married,secondary,no,no
29287,CHRIS,Columbia,29287,29287,admin.,married,tertiary,yes,no
29288,Rhiannon,Newcastle,29288,29288,blue-collar,single,secondary,no,no
29289,Shelly,New York,29289,29289,management,single,tertiary,no,no
