accountNumber,accountBalance,housingLoan,vehicleLoan,branchCity
22454,-298,no,no,San Jose
22455,0,no,no,Houston
22456,211,no,no,San Fransisco
22457,473,no,no,Los Angeles
22458,-26,no,no,Jersey
22459,154,no,no,San Antonio
22460,276,yes,no,Dallas
22461,6,no,no,Santa Clara
22462,282,no,no,Rosselle
22463,145,no,no,Pittsburgh
22464,195,no,no,Pennsylvania
22465,80,no,no,Newcastle
22466,273,no,no,New York
22467,7907,yes,yes,San Jose
22468,333,no,no,Houston
22469,0,no,no,San Fransisco
22470,11,no,no,Los Angeles
22471,331,no,no,Jersey
22472,1898,yes,no,San Antonio
22473,13165,yes,yes,Dallas
22474,2939,no,no,Santa Clara
22475,335,no,no,Rosselle
22476,1052,no,no,Pittsburgh
22477,0,no,no,Pennsylvania
22478,112,no,no,Newcastle
22479,9346,no,no,New York
22480,234,no,no,San Jose
22481,1496,yes,no,Houston
22482,1920,no,no,San Fransisco
22483,2944,no,no,Los Angeles
22484,701,no,no,Jersey
22485,1,no,no,San Antonio
22486,-6,no,yes,Dallas
22487,296,no,no,Santa Clara
22488,5049,no,no,Rosselle
22489,26,no,no,Pittsburgh
22490,2,no,no,Pennsylvania
22491,882,no,no,Newcastle
22492,817,yes,no,New York
22493,1383,no,no,San Jose
22494,144,no,no,Houston
22495,696,no,no,San Fransisco
22496,2110,yes,no,Los Angeles
22497,682,no,no,Jersey
22498,82,no,no,San Antonio
22499,656,yes,no,Dallas
22500,981,no,no,Santa Clara
22501,10,no,no,Rosselle
22502,508,no,no,Pittsburgh
22503,286,no,no,Pennsylvania
22504,0,no,no,Newcastle
22505,469,no,no,New York
22506,502,no,no,San Jose
22507,0,no,no,Houston
22508,57,no,no,San Fransisco
22509,857,yes,no,Los Angeles
22510,-201,yes,no,Jersey
22511,159,yes,no,San Antonio
22512,463,no,no,Dallas
22513,994,no,no,Santa Clara
22514,1256,yes,no,Rosselle
22515,47,no,no,Pittsburgh
22516,71,no,no,Pennsylvania
22517,17,no,no,Newcastle
22518,72,no,no,New York
22519,968,yes,no,San Jose
22520,0,no,no,Houston
22521,195,yes,no,San Fransisco
22522,1006,no,no,Los Angeles
22523,3,no,no,Jersey
22524,4,no,no,San Antonio
22525,131,no,no,Dallas
22526,137,no,no,Santa Clara
22527,318,no,no,Rosselle
22528,0,no,no,Pittsburgh
22529,1207,no,no,Pennsylvania
22530,30,no,no,Newcastle
22531,2950,yes,no,New York
22532,141,yes,yes,San Jose
22533,0,no,no,Houston
22534,1575,yes,no,San Fransisco
22535,1336,no,no,Los Angeles
22536,5809,yes,no,Jersey
22537,0,no,no,San Antonio
22538,0,no,no,Dallas
22539,140,no,no,Santa Clara
22540,4990,yes,no,Rosselle
22541,1598,no,no,Pittsburgh
22542,354,no,yes,Pennsylvania
22543,0,no,no,Newcastle
22544,433,no,no,New York
22545,33,yes,yes,San Jose
22546,443,no,no,Houston
22547,0,no,no,San Fransisco
22548,263,no,no,Los Angeles
22549,664,no,no,Jersey
22550,712,yes,yes,San Antonio
22551,527,no,no,Dallas
22552,548,no,no,Santa Clara
22553,88,yes,no,Rosselle
22554,42,no,no,Pittsburgh
22555,373,no,no,Pennsylvania
22556,55,no,no,Newcastle
22557,0,no,no,New York
22558,43,no,no,San Jose
22559,2322,no,no,Houston
22560,127,no,no,San Fransisco
22561,0,no,no,Los Angeles
22562,150,no,no,Jersey
22563,65,no,no,San Antonio
22564,156,no,no,Dallas
22565,12766,no,no,Santa Clara
22566,336,no,no,Rosselle
22567,261,no,no,Pittsburgh
22568,1308,no,no,Pennsylvania
22569,0,no,no,Newcastle
22570,0,no,no,New York
22571,287,no,no,San Jose
22572,0,no,no,Houston
22573,2861,no,no,San Fransisco
22574,871,no,no,Los Angeles
22575,1725,no,no,Jersey
22576,18,no,no,San Antonio
22577,445,no,no,Dallas
22578,0,no,no,Santa Clara
22579,298,no,no,Rosselle
22580,-517,yes,yes,Pittsburgh
22581,632,no,no,Pennsylvania
22582,2519,no,no,Newcastle
22583,475,no,no,New York
22584,2043,no,no,San Jose
22585,468,no,no,Houston
22586,75,no,no,San Fransisco
22587,23,no,no,Los Angeles
22588,94,no,no,Jersey
22589,4709,no,no,San Antonio
22590,2762,no,no,Dallas
22591,6264,no,no,Santa Clara
22592,1064,no,no,Rosselle
22593,702,no,no,Pittsburgh
22594,316,no,no,Pennsylvania
22595,26,no,no,Newcastle
22596,304,no,no,New York
22597,176,no,yes,San Jose
22598,4354,yes,no,Houston
22599,130,no,no,San Fransisco
22600,49,no,yes,Los Angeles
22601,321,no,no,Jersey
22602,-18,no,yes,San Antonio
22603,1,no,no,Dallas
22604,79,no,yes,Santa Clara
22605,349,no,no,Rosselle
22606,0,no,no,Pittsburgh
22607,239,no,no,Pennsylvania
22608,397,no,no,Newcastle
22609,0,no,no,New York
22610,102,no,no,San Jose
22611,655,yes,no,Houston
22612,394,no,no,San Fransisco
22613,441,yes,yes,Los Angeles
22614,0,no,no,Jersey
22615,465,no,no,San Antonio
22616,-466,no,no,Dallas
22617,2,no,no,Santa Clara
22618,369,yes,no,Rosselle
22619,56,no,no,Pittsburgh
22620,0,no,no,Pennsylvania
22621,29,no,no,Newcastle
22622,635,no,no,New York
22623,34,no,no,San Jose
22624,15,no,no,Houston
22625,2172,yes,no,San Fransisco
22626,0,no,no,Los Angeles
22627,41,no,no,Jersey
22628,46,no,no,San Antonio
22629,830,no,no,Dallas
22630,63,no,no,Santa Clara
22631,126,no,no,Rosselle
22632,0,no,no,Pittsburgh
22633,0,no,no,Pennsylvania
22634,8971,no,no,Newcastle
22635,11,no,no,New York
22636,24,no,no,San Jose
22637,583,yes,no,Houston
22638,818,no,no,San Fransisco
22639,963,no,no,Los Angeles
22640,234,no,no,Jersey
22641,140,no,no,San Antonio
22642,0,no,no,Dallas
22643,299,no,no,Santa Clara
22644,52,no,no,Rosselle
22645,53,no,no,Pittsburgh
22646,26394,no,no,Pennsylvania
22647,1385,no,no,Newcastle
22648,4028,no,yes,New York
22649,0,no,no,San Jose
22650,520,no,no,Houston
22651,3518,yes,no,San Fransisco
22652,19,no,no,Los Angeles
22653,115,no,no,Jersey
22654,135,no,no,San Antonio
22655,591,yes,no,Dallas
22656,86,no,no,Santa Clara
22657,0,no,no,Rosselle
22658,0,no,no,Pittsburgh
22659,77,no,no,Pennsylvania
22660,381,no,yes,Newcastle
22661,0,no,no,New York
22662,-3,no,no,San Jose
22663,-32,no,no,Houston
22664,0,no,no,San Fransisco
22665,155,no,no,Los Angeles
22666,0,no,no,Jersey
22667,6271,yes,no,San Antonio
22668,137,no,no,Dallas
22669,119,no,no,Santa Clara
22670,185,no,no,Rosselle
22671,1083,no,no,Pittsburgh
22672,2039,no,no,Pennsylvania
22673,967,no,no,Newcastle
22674,275,yes,no,New York
22675,47,no,no,San Jose
22676,1235,no,no,Houston
22677,4,yes,yes,San Fransisco
22678,3874,no,no,Los Angeles
22679,9,no,no,Jersey
22680,136,no,no,San Antonio
22681,467,no,no,Dallas
22682,161,no,no,Santa Clara
22683,581,no,no,Rosselle
22684,676,no,no,Pittsburgh
22685,9,no,yes,Pennsylvania
22686,1840,yes,no,Newcastle
22687,0,no,no,New York
22688,830,no,no,San Jose
22689,237,no,no,Houston
22690,384,no,no,San Fransisco
22691,566,no,no,Los Angeles
22692,1083,no,no,Jersey
22693,394,no,no,San Antonio
22694,2350,no,no,Dallas
22695,635,no,no,Santa Clara
22696,9135,yes,no,Rosselle
22697,3197,no,no,Pittsburgh
22698,1174,no,no,Pennsylvania
22699,79,yes,no,Newcastle
22700,575,no,no,New York
22701,631,yes,no,San Jose
22702,96,no,no,Houston
22703,343,no,no,San Fransisco
22704,519,yes,no,Los Angeles
22705,221,no,yes,Jersey
22706,1860,no,no,San Antonio
22707,0,no,no,Dallas
22708,470,no,no,Santa Clara
22709,52,no,no,Rosselle
22710,211,no,no,Pittsburgh
22711,246,no,no,Pennsylvania
22712,597,no,no,Newcastle
22713,-2,no,yes,New York
22714,-75,no,yes,San Jose
22715,0,no,no,Houston
22716,1232,no,no,San Fransisco
22717,175,no,no,Los Angeles
22718,545,yes,no,Jersey
22719,5380,no,no,San Antonio
22720,46,no,no,Dallas
22721,0,no,no,Santa Clara
22722,2054,no,no,Rosselle
22723,112,no,no,Pittsburgh
22724,1990,yes,yes,Pennsylvania
22725,0,no,no,Newcastle
22726,369,no,no,New York
22727,0,yes,no,San Jose
22728,745,no,yes,Houston
22729,-41,no,yes,San Fransisco
22730,0,no,no,Los Angeles
22731,283,no,no,Jersey
22732,603,no,no,San Antonio
22733,214,no,no,Dallas
22734,3694,no,no,Santa Clara
22735,-68,yes,yes,Rosselle
22736,171,no,no,Pittsburgh
22737,-124,no,no,Pennsylvania
22738,2650,no,no,Newcastle
22739,584,yes,no,New York
22740,905,no,no,San Jose
22741,21,yes,no,Houston
22742,905,yes,no,San Fransisco
22743,-546,no,no,Los Angeles
22744,182,no,no,Jersey
22745,1463,yes,no,San Antonio
22746,29,no,no,Dallas
22747,74,no,no,Santa Clara
22748,1085,no,no,Rosselle
22749,42,no,no,Pittsburgh
22750,3431,no,no,Pennsylvania
22751,309,no,no,Newcastle
22752,0,no,no,New York
22753,11126,no,no,San Jose
22754,351,no,no,Houston
22755,626,yes,no,San Fransisco
22756,497,yes,no,Los Angeles
22757,0,yes,yes,Jersey
22758,2059,yes,no,San Antonio
22759,5188,yes,no,Dallas
22760,430,no,no,Santa Clara
22761,0,no,no,Rosselle
22762,604,no,no,Pittsburgh
22763,2397,no,no,Pennsylvania
22764,-68,no,yes,Newcastle
22765,3825,no,yes,New York
22766,43074,yes,no,San Jose
22767,407,yes,yes,Houston
22768,2,yes,no,San Fransisco
22769,756,no,no,Los Angeles
22770,0,no,no,Jersey
22771,51,no,no,San Antonio
22772,983,no,no,Dallas
22773,130,yes,no,Santa Clara
22774,463,no,no,Rosselle
22775,49,no,no,Pittsburgh
22776,356,no,no,Pennsylvania
22777,3327,no,no,Newcastle
22778,144,yes,no,New York
22779,-298,no,no,San Jose
22780,142,no,no,Houston
22781,169,no,no,San Fransisco
22782,740,no,no,Los Angeles
22783,1385,no,no,Jersey
22784,-3,no,no,San Antonio
22785,-266,no,yes,Dallas
22786,1461,no,no,Santa Clara
22787,291,no,no,Rosselle
22788,2652,no,no,Pittsburgh
22789,0,no,no,Pennsylvania
22790,0,no,no,Newcastle
22791,0,no,no,New York
22792,3418,no,no,San Jose
22793,0,no,no,Houston
22794,518,no,no,San Fransisco
22795,242,no,no,Los Angeles
22796,198,no,no,Jersey
22797,7134,no,no,San Antonio
22798,8,no,no,Dallas
22799,-995,yes,yes,Santa Clara
22800,0,yes,no,Rosselle
22801,190,no,no,Pittsburgh
22802,1190,no,no,Pennsylvania
22803,275,no,no,Newcastle
22804,-300,no,yes,New York
22805,0,no,no,San Jose
22806,-311,no,no,Houston
22807,1272,no,no,San Fransisco
22808,43,no,no,Los Angeles
22809,85,no,no,Jersey
22810,73,no,no,San Antonio
22811,193,no,yes,Dallas
22812,6,no,no,Santa Clara
22813,0,no,no,Rosselle
22814,1396,no,no,Pittsburgh
22815,15,no,no,Pennsylvania
22816,558,no,no,Newcastle
22817,776,no,no,New York
22818,2255,no,no,San Jose
22819,141,no,no,Houston
22820,0,no,no,San Fransisco
22821,251,no,no,Los Angeles
22822,-117,no,no,Jersey
22823,162,no,no,San Antonio
22824,-886,yes,yes,Dallas
22825,1498,no,no,Santa Clara
22826,157,yes,no,Rosselle
22827,-816,no,no,Pittsburgh
22828,105,no,no,Pennsylvania
22829,154,no,no,Newcastle
22830,454,yes,no,New York
22831,4874,yes,no,San Jose
22832,306,no,no,Houston
22833,1052,no,no,San Fransisco
22834,255,no,yes,Los Angeles
22835,6742,no,no,Jersey
22836,31,no,yes,San Antonio
22837,269,no,no,Dallas
22838,280,no,no,Santa Clara
22839,135,no,no,Rosselle
22840,309,yes,yes,Pittsburgh
22841,925,no,no,Pennsylvania
22842,0,no,no,Newcastle
22843,49,yes,yes,New York
22844,827,no,no,San Jose
22845,1882,no,no,Houston
22846,130,no,no,San Fransisco
22847,792,no,no,Los Angeles
22848,1064,no,no,Jersey
22849,1841,yes,no,San Antonio
22850,24450,no,no,Dallas
22851,103,no,no,Santa Clara
22852,1335,yes,no,Rosselle
22853,29230,no,no,Pittsburgh
22854,337,no,no,Pennsylvania
22855,79,yes,no,Newcastle
22856,355,yes,no,New York
22857,61,yes,yes,San Jose
22858,518,yes,no,Houston
22859,4213,no,no,San Fransisco
22860,1051,no,no,Los Angeles
22861,230,yes,no,Jersey
22862,3777,no,no,San Antonio
22863,179,no,no,Dallas
22864,17,no,yes,Santa Clara
22865,276,no,yes,Rosselle
22866,109,no,no,Pittsburgh
22867,657,no,no,Pennsylvania
22868,2275,no,no,Newcastle
22869,244,no,no,New York
22870,259,no,no,San Jose
22871,95,no,no,Houston
22872,6144,yes,no,San Fransisco
22873,34,no,no,Los Angeles
22874,981,no,no,Jersey
22875,799,no,no,San Antonio
22876,162,no,no,Dallas
22877,63,no,no,Santa Clara
22878,222,no,no,Rosselle
22879,1900,no,no,Pittsburgh
22880,3367,no,no,Pennsylvania
22881,0,no,no,Newcastle
22882,255,no,yes,New York
22883,420,no,no,San Jose
22884,285,no,no,Houston
22885,185,no,no,San Fransisco
22886,166,no,no,Los Angeles
22887,0,no,no,Jersey
22888,3163,no,no,San Antonio
22889,23,no,no,Dallas
22890,31,no,no,Santa Clara
22891,5244,no,no,Rosselle
22892,1242,no,no,Pittsburgh
22893,4300,yes,yes,Pennsylvania
22894,224,no,no,Newcastle
22895,272,no,yes,New York
22896,354,no,no,San Jose
22897,1451,no,no,Houston
22898,1331,no,no,San Fransisco
22899,94,no,no,Los Angeles
22900,778,yes,no,Jersey
22901,44,no,yes,San Antonio
22902,46,no,no,Dallas
22903,1303,no,no,Santa Clara
22904,0,no,no,Rosselle
22905,0,no,no,Pittsburgh
22906,338,no,no,Pennsylvania
22907,917,no,no,Newcastle
22908,1035,no,no,New York
22909,0,no,no,San Jose
22910,746,no,no,Houston
22911,333,no,no,San Fransisco
22912,161,no,no,Los Angeles
22913,93,yes,no,Jersey
22914,268,no,no,San Antonio
22915,50,no,no,Dallas
22916,3674,no,no,Santa Clara
22917,0,no,no,Rosselle
22918,1499,no,no,Pittsburgh
22919,771,yes,no,Pennsylvania
22920,9864,no,no,Newcastle
22921,295,yes,no,New York
22922,437,no,no,San Jose
22923,807,yes,yes,Houston
22924,2536,yes,no,San Fransisco
22925,1322,no,no,Los Angeles
22926,392,no,no,Jersey
22927,17297,no,no,San Antonio
22928,7073,no,no,Dallas
22929,7935,no,no,Santa Clara
22930,1401,no,no,Rosselle
22931,526,no,yes,Pittsburgh
22932,675,no,no,Pennsylvania
22933,175,yes,no,Newcastle
22934,0,no,no,New York
22935,973,no,no,San Jose
22936,111,no,no,Houston
22937,39,no,no,San Fransisco
22938,5535,no,no,Los Angeles
22939,22,no,no,Jersey
22940,2251,no,no,San Antonio
22941,1578,no,yes,Dallas
22942,87,no,no,Santa Clara
22943,292,no,no,Rosselle
22944,2,no,no,Pittsburgh
22945,1285,no,no,Pennsylvania
22946,1,no,no,Newcastle
22947,18,no,no,New York
22948,2625,yes,no,San Jose
22949,309,no,no,Houston
22950,409,no,yes,San Fransisco
22951,714,yes,no,Los Angeles
22952,0,no,no,Jersey
22953,10,no,no,San Antonio
22954,0,no,no,Dallas
22955,7005,no,no,Santa Clara
22956,19,no,no,Rosselle
22957,1326,no,no,Pittsburgh
22958,32,no,yes,Pennsylvania
22959,250,no,no,Newcastle
22960,0,no,no,New York
22961,206,no,no,San Jose
22962,1596,yes,no,Houston
22963,-370,yes,no,San Fransisco
22964,0,no,no,Los Angeles
22965,436,no,no,Jersey
22966,0,no,no,San Antonio
22967,659,no,no,Dallas
22968,50,no,no,Santa Clara
22969,176,no,yes,Rosselle
22970,50,no,no,Pittsburgh
22971,1413,no,no,Pennsylvania
22972,31,no,yes,Newcastle
22973,-11,no,no,New York
22974,276,no,no,San Jose
22975,60,no,yes,Houston
22976,-231,yes,no,San Fransisco
22977,21,no,no,Los Angeles
22978,-6,no,no,Jersey
22979,446,no,no,San Antonio
22980,222,no,no,Dallas
22981,0,no,no,Santa Clara
22982,7838,no,no,Rosselle
22983,3478,no,no,Pittsburgh
22984,121,no,no,Pennsylvania
22985,0,no,no,Newcastle
22986,0,no,no,New York
22987,-612,no,no,San Jose
22988,15,no,yes,Houston
22989,17555,no,no,San Fransisco
22990,-190,no,yes,Los Angeles
22991,0,no,no,Jersey
22992,218,no,no,San Antonio
22993,0,no,no,Dallas
22994,1396,no,yes,Santa Clara
22995,0,no,no,Rosselle
22996,0,no,no,Pittsburgh
22997,4644,no,no,Pennsylvania
22998,-166,yes,yes,Newcastle
22999,6343,yes,no,New York
23000,2688,no,yes,San Jose
23001,965,no,no,Houston
23002,19,no,no,San Fransisco
23003,3096,no,no,Los Angeles
23004,94,yes,no,Jersey
23005,0,no,no,San Antonio
23006,316,no,no,Dallas
23007,0,no,no,Santa Clara
23008,0,no,no,Rosselle
23009,630,no,no,Pittsburgh
23010,0,no,no,Pennsylvania
23011,3,no,no,Newcastle
23012,272,no,no,New York
23013,414,no,no,San Jose
23014,0,no,no,Houston
23015,29,no,no,San Fransisco
23016,512,no,no,Los Angeles
23017,17,no,no,Jersey
23018,188,no,no,San Antonio
23019,813,no,no,Dallas
23020,1752,no,no,Santa Clara
23021,0,no,no,Rosselle
23022,273,no,no,Pittsburgh
23023,19,no,no,Pennsylvania
23024,0,no,no,Newcastle
23025,827,yes,yes,New York
23026,0,yes,no,San Jose
23027,1313,no,no,Houston
23028,1764,no,yes,San Fransisco
23029,1219,yes,no,Los Angeles
23030,798,no,no,Jersey
23031,725,no,no,San Antonio
23032,154,no,no,Dallas
23033,0,no,no,Santa Clara
23034,431,no,no,Rosselle
23035,9645,no,yes,Pittsburgh
23036,5167,no,no,Pennsylvania
23037,612,no,no,Newcastle
23038,0,no,no,New York
23039,0,no,no,San Jose
23040,0,no,no,Houston
23041,73,no,yes,San Fransisco
23042,11,no,no,Los Angeles
23043,0,yes,no,Jersey
23044,-51,no,yes,San Antonio
23045,588,yes,no,Dallas
23046,-471,no,no,Santa Clara
23047,579,no,no,Rosselle
23048,231,no,no,Pittsburgh
23049,2,no,no,Pennsylvania
23050,3773,no,no,Newcastle
23051,-55,yes,no,New York
23052,6,no,no,San Jose
23053,608,no,no,Houston
23054,9,no,no,San Fransisco
23055,5,no,no,Los Angeles
23056,145,no,no,Jersey
23057,0,no,no,San Antonio
23058,0,no,no,Dallas
23059,108,no,no,Santa Clara
23060,544,no,yes,Rosselle
23061,0,no,no,Pittsburgh
23062,581,yes,no,Pennsylvania
23063,0,yes,no,Newcastle
23064,0,no,no,New York
23065,38,no,no,San Jose
23066,4852,no,no,Houston
23067,275,no,no,San Fransisco
23068,1245,no,no,Los Angeles
23069,841,no,no,Jersey
23070,83,no,no,San Antonio
23071,471,yes,no,Dallas
23072,79,yes,no,Santa Clara
23073,1243,no,no,Rosselle
23074,34,no,no,Pittsburgh
23075,2537,no,no,Pennsylvania
23076,284,no,no,Newcastle
23077,0,no,no,New York
23078,254,no,no,San Jose
23079,301,no,no,Houston
23080,0,no,no,San Fransisco
23081,1617,no,no,Los Angeles
23082,3220,no,no,Jersey
23083,-5,no,yes,San Antonio
23084,231,no,no,Dallas
23085,5,yes,no,Santa Clara
23086,236,no,no,Rosselle
23087,385,no,yes,Pittsburgh
23088,505,no,no,Pennsylvania
23089,10,no,no,Newcastle
23090,-533,no,no,New York
23091,7,no,no,San Jose
23092,71,no,yes,Houston
23093,725,no,no,San Fransisco
23094,2362,yes,no,Los Angeles
23095,434,no,no,Jersey
23096,4687,no,no,San Antonio
23097,370,yes,no,Dallas
23098,0,no,no,Santa Clara
23099,3867,no,no,Rosselle
23100,362,no,yes,Pittsburgh
23101,41,no,no,Pennsylvania
23102,297,yes,no,Newcastle
23103,219,no,no,New York
23104,0,no,no,San Jose
23105,487,yes,no,Houston
23106,0,no,no,San Fransisco
23107,0,no,no,Los Angeles
23108,10150,yes,no,Jersey
23109,1113,no,no,San Antonio
23110,392,no,no,Dallas
23111,0,no,no,Santa Clara
23112,469,no,no,Rosselle
23113,22815,no,no,Pittsburgh
23114,1092,no,no,Pennsylvania
23115,23,no,no,Newcastle
23116,0,no,no,New York
23117,1974,no,no,San Jose
23118,1271,yes,no,Houston
23119,25,no,no,San Fransisco
23120,734,no,no,Los Angeles
23121,517,no,no,Jersey
23122,0,no,no,San Antonio
23123,7744,no,no,Dallas
23124,0,no,no,Santa Clara
23125,21,no,no,Rosselle
23126,69,no,no,Pittsburgh
23127,-274,yes,no,Pennsylvania
23128,326,no,no,Newcastle
23129,382,no,no,New York
23130,1,no,no,San Jose
23131,257,no,no,Houston
23132,631,no,no,San Fransisco
23133,893,no,no,Los Angeles
23134,1005,no,no,Jersey
23135,915,no,yes,San Antonio
23136,12,no,no,Dallas
23137,370,no,no,Santa Clara
23138,745,no,no,Rosselle
23139,382,no,yes,Pittsburgh
23140,479,no,no,Pennsylvania
23141,0,no,no,Newcastle
23142,1111,no,no,New York
23143,796,no,yes,San Jose
23144,957,no,no,Houston
23145,5910,no,no,San Fransisco
23146,0,no,no,Los Angeles
23147,608,no,no,Jersey
23148,0,no,yes,San Antonio
23149,0,no,no,Dallas
23150,154,no,no,Santa Clara
23151,3160,no,no,Rosselle
23152,699,no,no,Pittsburgh
23153,10,no,no,Pennsylvania
23154,-363,no,no,Newcastle
23155,0,yes,no,New York
23156,387,no,no,San Jose
23157,7863,no,no,Houston
23158,1757,no,no,San Fransisco
23159,526,no,no,Los Angeles
23160,359,no,no,Jersey
23161,0,no,no,San Antonio
23162,20,no,no,Dallas
23163,46,yes,no,Santa Clara
23164,373,no,no,Rosselle
23165,3558,no,no,Pittsburgh
23166,485,no,no,Pennsylvania
23167,127,yes,no,Newcastle
23168,6,no,no,New York
23169,0,no,no,San Jose
23170,1612,no,no,Houston
23171,1272,no,no,San Fransisco
23172,0,no,no,Los Angeles
23173,462,no,no,Jersey
23174,296,no,no,San Antonio
23175,151,yes,no,Dallas
23176,56,no,no,Santa Clara
23177,730,no,no,Rosselle
23178,3460,no,no,Pittsburgh
23179,187,no,no,Pennsylvania
23180,1503,no,no,Newcastle
23181,285,yes,yes,New York
23182,0,no,no,San Jose
23183,567,no,no,Houston
23184,0,no,no,San Fransisco
23185,0,no,no,Los Angeles
23186,1632,no,no,Jersey
23187,917,no,no,San Antonio
23188,0,no,no,Dallas
23189,3413,no,no,Santa Clara
23190,0,no,no,Rosselle
23191,386,no,yes,Pittsburgh
23192,40,no,no,Pennsylvania
23193,0,no,no,Newcastle
23194,2094,no,yes,New York
23195,656,yes,yes,San Jose
23196,60,no,no,Houston
23197,1158,no,no,San Fransisco
23198,2673,no,no,Los Angeles
23199,39,no,no,Jersey
23200,143,no,no,San Antonio
23201,487,no,yes,Dallas
23202,-47,yes,no,Santa Clara
23203,1836,no,no,Rosselle
23204,-417,no,no,Pittsburgh
23205,2396,no,no,Pennsylvania
23206,1085,no,no,Newcastle
23207,6563,no,no,New York
23208,51,no,no,San Jose
23209,1121,no,no,Houston
23210,0,no,no,San Fransisco
23211,2944,no,no,Los Angeles
23212,336,no,no,Jersey
23213,836,no,no,San Antonio
23214,3724,yes,no,Dallas
23215,105,yes,yes,Santa Clara
23216,258,no,no,Rosselle
23217,1647,no,no,Pittsburgh
23218,917,yes,no,Pennsylvania
23219,0,no,no,Newcastle
23220,0,no,no,New York
23221,-84,yes,no,San Jose
23222,344,no,no,Houston
23223,1,no,no,San Fransisco
23224,324,yes,no,Los Angeles
23225,2076,no,no,Jersey
23226,0,no,no,San Antonio
23227,36,no,no,Dallas
23228,98,no,no,Santa Clara
23229,0,no,no,Rosselle
23230,313,yes,no,Pittsburgh
23231,25,no,no,Pennsylvania
23232,7084,no,no,Newcastle
23233,6748,no,no,New York
23234,719,no,no,San Jose
23235,24,no,no,Houston
23236,30,no,no,San Fransisco
23237,35,no,no,Los Angeles
23238,6485,no,no,Jersey
23239,3228,no,no,San Antonio
23240,639,no,no,Dallas
23241,46,no,no,Santa Clara
23242,765,no,no,Rosselle
23243,362,no,no,Pittsburgh
23244,0,no,no,Pennsylvania
23245,46,no,no,Newcastle
23246,24,no,yes,New York
23247,25,no,no,San Jose
23248,2204,no,no,Houston
23249,49,no,no,San Fransisco
23250,-102,yes,yes,Los Angeles
23251,1107,no,no,Jersey
23252,128,yes,no,San Antonio
23253,699,no,no,Dallas
23254,0,no,no,Santa Clara
23255,63,no,no,Rosselle
23256,0,no,no,Pittsburgh
23257,0,no,no,Pennsylvania
23258,16,yes,yes,Newcastle
23259,11,no,no,New York
23260,0,no,no,San Jose
23261,297,no,yes,Houston
23262,-175,no,no,San Fransisco
23263,1020,no,no,Los Angeles
23264,0,no,no,Jersey
23265,2328,no,no,San Antonio
23266,569,no,no,Dallas
23267,6,no,no,Santa Clara
23268,1697,no,yes,Rosselle
23269,-173,no,no,Pittsburgh
23270,127,no,no,Pennsylvania
23271,3726,no,yes,Newcastle
23272,324,yes,no,New York
23273,-453,no,yes,San Jose
23274,605,no,yes,Houston
23275,522,yes,yes,San Fransisco
23276,-552,yes,no,Los Angeles
23277,0,no,no,Jersey
23278,-414,no,no,San Antonio
23279,104,no,no,Dallas
23280,1041,no,no,Santa Clara
23281,692,yes,yes,Rosselle
23282,91,no,no,Pittsburgh
23283,312,no,no,Pennsylvania
23284,236,no,no,Newcastle
23285,-1459,yes,no,New York
23286,314,no,no,San Jose
23287,157,no,no,Houston
23288,1232,no,no,San Fransisco
23289,570,no,no,Los Angeles
23290,385,no,no,Jersey
23291,946,no,no,San Antonio
23292,607,no,no,Dallas
23293,875,no,yes,Santa Clara
23294,328,no,yes,Rosselle
23295,0,no,no,Pittsburgh
23296,470,no,no,Pennsylvania
23297,-2,no,no,Newcastle
23298,-1,no,no,New York
23299,-34,no,yes,San Jose
23300,979,no,no,Houston
23301,81,yes,yes,San Fransisco
23302,2809,yes,no,Los Angeles
23303,0,no,no,Jersey
23304,269,yes,no,San Antonio
23305,1057,no,yes,Dallas
23306,0,no,no,Santa Clara
23307,34,no,no,Rosselle
23308,134,no,no,Pittsburgh
23309,526,no,no,Pennsylvania
23310,356,yes,no,Newcastle
23311,157,no,no,New York
23312,-705,yes,no,San Jose
23313,96,no,no,Houston
23314,413,no,no,San Fransisco
23315,1788,no,no,Los Angeles
23316,911,no,no,Jersey
23317,9324,no,no,San Antonio
23318,198,no,no,Dallas
23319,2,no,no,Santa Clara
23320,0,no,no,Rosselle
23321,105,no,no,Pittsburgh
23322,330,no,no,Pennsylvania
23323,194,no,yes,Newcastle
23324,48,no,no,New York
23325,209,no,no,San Jose
23326,194,no,no,Houston
23327,-17,no,no,San Fransisco
23328,183,no,no,Los Angeles
23329,49,no,no,Jersey
23330,39,no,no,San Antonio
23331,391,no,no,Dallas
23332,1138,no,no,Santa Clara
23333,837,no,no,Rosselle
23334,890,no,no,Pittsburgh
23335,213,no,no,Pennsylvania
23336,24,no,yes,Newcastle
23337,164,no,no,New York
23338,598,no,no,San Jose
23339,2541,no,no,Houston
23340,255,no,no,San Fransisco
23341,0,yes,no,Los Angeles
23342,417,no,no,Jersey
23343,410,no,no,San Antonio
23344,309,no,no,Dallas
23345,4393,no,no,Santa Clara
23346,7,no,no,Rosselle
23347,852,yes,yes,Pittsburgh
23348,120,no,no,Pennsylvania
23349,1868,no,no,Newcastle
23350,2517,no,no,New York
23351,1165,no,no,San Jose
23352,2321,no,no,Houston
23353,0,no,no,San Fransisco
23354,382,no,no,Los Angeles
23355,816,yes,no,Jersey
23356,6383,no,no,San Antonio
